TimeStamp,StudentID,Comment,Color,Size,Speed
2026/9/5 23:15:32,123,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ffffff,medium,12
2026/9/5 23:18:55,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ffffff,medium,8
2026/9/5 23:18:59,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ff0000,medium,8
2026/9/5 23:19:02,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ff0000,large,8
2026/9/5 23:19:13,456,Ç´Ç‡,#ff0000,large,8
2026/9/5 23:23:18,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ffffff,medium,12
2026/9/5 23:34:31,789,1,#ffffff,medium,12
2026/9/5 23:34:33,789,4,#ffffff,medium,12
2026/9/5 23:34:34,789,6,#ffffff,medium,12
2026/9/5 23:50:43,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/5 23:50:46,789,ÇÌÇ©ÇÁÇ»Ç¢,#00ff00,medium,12
2026/9/6 0:01:27,789,2,#ffffff,medium,12
2026/9/6 0:01:29,789,3,#ffffff,medium,12
2026/9/6 0:01:33,789,4,#ffffff,medium,12
2026/9/6 0:01:58,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:02:02,789,ÇÌÇ©ÇÁÇ»Ç¢,#ffffff,medium,12
2026/9/6 0:02:09,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,4
2026/9/6 0:02:13,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,xlarge,4
2026/9/6 0:02:16,789,4,#ffffff,xlarge,4
2026/9/6 0:02:21,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,xlarge,16
2026/9/6 0:04:25,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:04:29,789,ÇÌÇ©ÇÁÇ»Ç¢,#ffffff,medium,4
2026/9/6 0:06:02,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:06:07,789,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:06:28,123,3,#ffffff,medium,12
2026/9/6 0:06:53,123,2,#ffffff,medium,12
2026/9/6 0:08:24,123,3,#ffffff,medium,12
2026/9/6 0:08:26,123,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:08:28,123,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:09:11,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12
2026/9/6 0:09:13,456,ÇÌÇ©ÇÁÇ»Ç¢,#ffffff,medium,12
2026/9/6 0:18:02,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:02,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:02,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:02,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:02,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:02,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:03,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:03,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:03,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:03,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:03,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:04,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:04,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:04,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:04,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:04,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:04,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:05,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:05,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:05,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:05,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:05,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:06,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:06,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:06,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:06,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:06,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:06,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:07,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:07,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:07,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:07,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:07,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:08,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:08,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:08,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:08,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:08,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:08,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:09,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:09,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:09,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:09,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:09,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:09,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:10,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:14,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,true
2026/9/6 0:18:22,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ffffff,medium,12,true
2026/9/6 0:20:36,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ffffff,medium,2,false
2026/9/6 0:20:42,456,Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†Ç†,#ffffff,medium,2,false
2026/9/6 0:20:47,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,2,false
2026/9/6 0:20:48,456,ÇÌÇ©ÇÁÇ»Ç¢,#ffffff,medium,2,false
2026/9/6 0:20:48,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,2,false
2026/9/6 0:20:49,456,ÇÌÇ©ÇÁÇ»Ç¢,#ffffff,medium,2,false
2026/9/6 0:20:50,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,2,false
2026/9/6 0:20:51,456,ÇÌÇ©ÇÁÇ»Ç¢,#ffffff,medium,2,false
2026/9/6 0:21:21,456,ÇÌÇ©Ç¡ÇΩ,#ffffff,medium,12,false
2026/9/6 0:21:57,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffffff,medium,12,false
2026/9/6 0:22:00,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,12,false
2026/9/6 0:22:04,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:04,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffffff,medium,2,false
2026/9/6 0:22:06,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:07,456,ÇÌÇ©Ç¡ÇΩ ÅZ,#ffffff,medium,2,false
2026/9/6 0:22:09,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:09,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:09,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:09,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:09,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:10,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:10,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:10,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:10,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:10,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:10,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,false
2026/9/6 0:22:19,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:20,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:20,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:20,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:20,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:21,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:21,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:21,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:21,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:21,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:21,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:22,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:23,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:23,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:23,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
2026/9/6 0:22:23,456,ÇÌÇ©ÇÁÇ»Ç¢ Å~,#ffffff,medium,2,true
